Cantidad de clientes TS - Time Series Histogram
procesed = 3026.61
mean = 14975.5	variance = 6.65987e+07	sd = 8160.8
minX = 30	maxX = 28800
 5394.41   2.94994
 5424.38   2.94994
 5454.34   2.97804
 5484.31   3.01986
 5514.28   3.05024
 5544.25   3.05587
 5574.22   3.08807
 5604.19   3.09841
 5634.16   3.09841
 5664.12   3.11843
 5694.09   3.13098
 5724.06    3.1387
 5754.03   3.14183
    5784   3.14717
 5813.97   3.16652
 5843.94   3.17623
 5873.91    3.1802
 5903.88   3.19072
 5933.84   3.19852
 5963.81   3.20012
 5993.78   3.20126
 6023.75   3.20862
 6053.72   3.20402
 6083.69   3.19922
 6113.66   3.19922
 6143.62   3.17778
 6173.59    3.1633
 6203.56   3.16526
 6233.53   3.17235
  6263.5    3.1801
 6293.47   3.20438
 6323.44   3.20438
 6353.41   3.23612
 6383.38   3.25482
 6413.34   3.25482
 6443.31   3.28287
 6473.28   3.30159
 6503.25   3.30743
 6533.22   3.33064
 6563.19   3.35476
 6593.16   3.36213
 6623.12   3.36085
 6653.09   3.36085
 6683.06   3.36642
 6713.03   3.37842
    6743   3.39237
 6772.97   3.39338
 6802.94   3.40773
 6832.91    3.4102
 6862.88   3.40997
 6892.84   3.40853
 6922.81   3.40977
 6952.78   3.40977
 6982.75   3.43298
 7012.72   3.43402
 7042.69   3.44454
 7072.66   3.45244
 7102.62   3.45743
 7132.59   3.45833
 7162.56   3.45878
 7192.53   3.46589
  7222.5   3.46589
 7252.47   3.46938
 7282.44    3.4715
 7312.41   3.47825
 7342.38   3.48184
 7372.34   3.49806
 7402.31    3.5074
 7432.28   3.51136
 7462.25   3.51429
 7492.22   3.52904
 7522.19   3.54078
 7552.16   3.55071
 7582.12   3.54978
 7612.09    3.5397
 7642.06   3.53572
 7672.03   3.52006
    7702   3.51738
 7731.97    3.5231
 7761.94   3.52715
 7791.91   3.53687
 7821.88   3.54354
 7851.84   3.54893
 7881.81   3.55887
 7911.78   3.56371
 7941.75   3.56371
 7971.72   3.56507
 8001.69   3.56155
 8031.66   3.54591
 8061.62   3.54591
 8091.59   3.54591
 8121.56   3.54591
 8151.53   3.50972
  8181.5   3.49964
 8211.47    3.4951
 8241.44   3.47867
 8271.41   3.47867
 8301.38   3.47867
 8331.34   3.44756
 8361.31   3.44756
 8391.28   3.44756
 8421.25   3.41214
 8451.22   3.40677
 8481.19   3.40677
 8511.16   3.39624
 8541.12   3.39522
 8571.09   3.38691
 8601.06   3.38691
 8631.03   3.37295
    8661   3.36539
 8690.97   3.35883
 8720.94    3.3541
 8750.91    3.3541
 8780.88   3.34729
 8810.84    3.3331
 8840.81   3.32555
 8870.78   3.32025
 8900.75   3.32582
 8930.72   3.32582
 8960.69   3.34015
 8990.66   3.34863
 9020.62   3.36035
 9050.59   3.36796
 9080.56   3.37345
 9110.53   3.38137
  9140.5   3.39573
 9170.47   3.39573
 9200.44   3.40634
 9230.41   3.41718
 9260.38   3.41953
 9290.34   3.42002
 9320.31   3.42395
 9350.28   3.42708
 9380.25   3.42839
 9410.22   3.43582
 9440.19   3.44074
 9470.16   3.44175
 9500.12   3.43644
 9530.09   3.43007
 9560.06   3.43007
 9590.03    3.4249
    9620   3.42341
 9649.97   3.42341
 9679.94    3.4187
 9709.91   3.41797
 9739.88   3.41382
 9769.84   3.41209
 9799.81    3.4135
 9829.78   3.41174
 9859.75   3.40927
 9889.72   3.39753
 9919.69   3.39363
 9949.66   3.39363
 9979.62   3.39363
 10009.6   3.39363
 10039.6   3.39363
 10069.5   3.35299
 10099.5   3.35104
 10129.5   3.33987
 10159.4   3.33786
 10189.4   3.33099
 10219.4    3.3265
 10249.3    3.3214
 10279.3   3.32051
 10309.3   3.31915
 10339.2   3.31129
 10369.2   3.31089
 10399.2   3.30644
 10429.2   3.29998
 10459.1   3.29244
 10489.1   3.29244
 10519.1   3.27876
   10549   3.27522
   10579   3.27522
   10609   3.26788
 10638.9   3.25673
 10668.9   3.25091
 10698.9     3.244
 10728.8   3.24096
 10758.8   3.24096
 10788.8   3.23302
 10818.8   3.22688
 10848.7   3.22118
 10878.7   3.21735
 10908.7   3.21737
 10938.6   3.21756
 10968.6   3.21969
 10998.6   3.21969
 11028.5   3.21969
 11058.5   3.22707
 11088.5   3.22546
 11118.4   3.22317
 11148.4   3.22598
 11178.4   3.22879
 11208.3   3.23126
 11238.3   3.23372
 11268.3   3.22613
 11298.2   3.22325
 11328.2    3.2183
 11358.2   3.20866
 11388.2   3.20731
 11418.1   3.20043
 11448.1   3.19725
 11478.1   3.19366
   11508   3.19366
   11538   3.19396
   11568   3.19795
 11597.9   3.19842
 11627.9   3.20623
 11657.9   3.20493
 11687.8   3.20497
 11717.8   3.20457
 11747.8   3.20217
 11777.8   3.20217
 11807.7    3.2063
 11837.7   3.21072
 11867.7   3.22115
 11897.6   3.23115
 11927.6   3.23521
 11957.6   3.23521
 11987.5   3.25597
 12017.5   3.26154
 12047.5   3.26721
 12077.4   3.27558
 12107.4   3.27884
 12137.4   3.27633
 12167.3   3.27633
 12197.3   3.27529
 12227.3    3.2731
 12257.2    3.2731
 12287.2   3.27163
 12317.2   3.26953
 12347.2    3.2686
 12377.1   3.26632
 12407.1   3.27308
 12437.1   3.27562
   12467   3.27231
   12497    3.2693
   12527   3.26582
 12556.9   3.26582
 12586.9   3.25262
 12616.9   3.24582
 12646.8   3.23895
 12676.8   3.23358
 12706.8   3.23358
 12736.8   3.22608
 12766.7   3.22261
 12796.7   3.21866
 12826.7   3.21866
 12856.6    3.2117
 12886.6   3.20876
 12916.6   3.20445
 12946.5   3.20445
 12976.5   3.19584
 13006.5   3.19184
 13036.4    3.1883
 13066.4   3.18842
 13096.4   3.18842
 13126.3   3.18763
 13156.3   3.18763
 13186.3   3.19137
 13216.2   3.19533
 13246.2   3.20131
 13276.2   3.20398
 13306.2   3.20506
 13336.1   3.20477
 13366.1   3.19857
 13396.1   3.19817
   13426   3.19635
   13456   3.19398
   13486    3.1898
 13515.9    3.1892
 13545.9   3.18696
 13575.9   3.18328
 13605.8   3.17763
 13635.8   3.17763
 13665.8   3.17321
 13695.8   3.17107
 13725.7   3.16521
 13755.7   3.16112
 13785.7   3.16112
 13815.6   3.14533
 13845.6   3.14498
 13875.6   3.14444
 13905.5   3.14526
 13935.5   3.14538
 13965.5   3.14716
 13995.4   3.15019
 14025.4   3.15184
 14055.4   3.15549
 14085.3   3.15632
 14115.3   3.15656
 14145.3   3.15625
 14175.2   3.15382
 14205.2   3.15371
 14235.2   3.15371
 14265.2   3.15675
 14295.1   3.15376
 14325.1   3.15376
 14355.1   3.15376
   14385   3.15277
   14415   3.15277
   14445   3.15277
 14474.9   3.15729
 14504.9   3.16216
 14534.9   3.16216
 14564.8   3.17131
 14594.8   3.17342
 14624.8   3.17736
 14654.8   3.19024
 14684.7   3.19887
 14714.7   3.21687
 14744.7   3.22634
 14774.6    3.2349
 14804.6   3.23772
 14834.6    3.2407
 14864.5   3.24583
 14894.5   3.24637
 14924.5   3.24637
 14954.4    3.2406
 14984.4   3.24102
 15014.4   3.23977
 15044.3    3.2387
 15074.3   3.23389
 15104.3   3.23128
 15134.2   3.23128
 15164.2   3.22565
 15194.2   3.22226
 15224.2   3.21806
 15254.1   3.21765
 15284.1   3.21958
 15314.1   3.21974
   15344   3.22016
   15374   3.22016
   15404   3.21398
 15433.9   3.21398
 15463.9   3.21398
 15493.9   3.20728
 15523.8   3.20647
 15553.8   3.20708
 15583.8   3.20627
 15613.8   3.20528
 15643.7   3.19884
 15673.7   3.19655
 15703.7   3.18993
 15733.6    3.1882
 15763.6   3.18363
 15793.6   3.17685
 15823.5   3.17154
 15853.5   3.16548
 15883.5   3.16288
 15913.4   3.16188
 15943.4   3.15554
 15973.4   3.15215
 16003.3   3.14898
 16033.3   3.14732
 16063.3   3.14732
 16093.2   3.13643
 16123.2   3.13545
 16153.2   3.13545
 16183.2   3.12894
 16213.1    3.1271
 16243.1   3.12597
 16273.1   3.12111
   16303   3.11892
   16333   3.11834
   16363   3.11818
 16392.9   3.11922
 16422.9   3.11896
 16452.9   3.11677
 16482.8   3.11768
 16512.8   3.11768
 16542.8   3.11401
 16572.8   3.11369
 16602.7   3.11198
 16632.7   3.11038
 16662.7   3.11005
 16692.6   3.10874
 16722.6    3.1085
 16752.6   3.10698
 16782.5   3.10359
 16812.5   3.09685
 16842.5   3.09578
 16872.4   3.09219
 16902.4   3.08739
 16932.4   3.08565
 16962.3   3.07914
 16992.3   3.07496
 17022.3   3.07496
 17052.2   3.07496
 17082.2   3.07496
 17112.2   3.06738
 17142.2   3.06734
 17172.1   3.07118
 17202.1   3.07118
 17232.1   3.07768
   17262   3.08426
   17292   3.08755
   17322   3.08769
 17351.9   3.08759
 17381.9   3.08952
 17411.9   3.09162
 17441.8   3.09487
 17471.8   3.09621
 17501.8   3.09444
 17531.8   3.09439
 17561.7   3.09637
 17591.7   3.09762
 17621.7   3.09762
 17651.6   3.09277
 17681.6   3.09055
 17711.6   3.09097
 17741.5   3.09272
 17771.5   3.09607
 17801.5   3.10071
 17831.4   3.10145
 17861.4   3.10341
 17891.4   3.10341
 17921.3   3.11135
 17951.3   3.11554
 17981.3    3.1255
 18011.2    3.1289
 18041.2   3.13412
 18071.2   3.13569
 18101.2   3.13776
 18131.1   3.14441
 18161.1   3.15164
 18191.1   3.15858
   18221   3.17036
   18251   3.17403
   18281   3.17839
 18310.9   3.18091
 18340.9    3.1844
 18370.9    3.1844
 18400.8   3.18375
 18430.8   3.18375
 18460.8   3.18375
 18490.8   3.17883
 18520.7   3.17883
 18550.7   3.17414
 18580.7   3.17346
 18610.6   3.17494
 18640.6   3.17494
 18670.6   3.18421
 18700.5   3.18421
 18730.5   3.18881
 18760.5   3.19135
 18790.4   3.19118
 18820.4    3.1935
 18850.4   3.19537
 18880.3   3.19842
 18910.3   3.20034
 18940.3   3.21146
 18970.2   3.21685
 19000.2   3.22248
 19030.2   3.22454
 19060.2   3.22628
 19090.1   3.23045
 19120.1   3.23714
 19150.1   3.24225
   19180   3.24225
   19210   3.24735
   19240   3.24714
 19269.9   3.24371
 19299.9   3.24499
 19329.9   3.24785
 19359.8   3.24939
 19389.8   3.25312
 19419.8   3.25402
 19449.8   3.25728
 19479.7   3.25874
 19509.7   3.25874
 19539.7   3.25874
 19569.6   3.27151
 19599.6   3.27136
 19629.6   3.27101
 19659.5   3.27169
 19689.5   3.26985
 19719.5   3.27084
 19749.4   3.27151
 19779.4   3.27663
 19809.4   3.27622
 19839.3   3.27712
 19869.3   3.28251
 19899.3   3.29109
 19929.2   3.29383
 19959.2    3.2952
 19989.2   3.29705
 20019.2   3.30059
 20049.1    3.3016
 20079.1    3.3016
 20109.1   3.30412
   20139   3.30607
   20169   3.31449
   20199   3.31768
 20228.9   3.31741
 20258.9   3.31505
 20288.9   3.31244
 20318.8   3.31244
 20348.8   3.30687
 20378.8   3.30725
 20408.8   3.30657
 20438.7   3.30296
 20468.7   3.30059
 20498.7   3.29798
 20528.6   3.29376
 20558.6   3.29376
 20588.6   3.29024
 20618.5    3.2887
 20648.5   3.28917
 20678.5   3.28759
 20708.4   3.28736
 20738.4   3.28806
 20768.4   3.28759
 20798.3   3.28619
 20828.3   3.28619
 20858.3   3.28007
 20888.2   3.27855
 20918.2   3.27348
 20948.2   3.27369
 20978.2   3.27216
 21008.1   3.26939
 21038.1   3.26558
 21068.1   3.26303
   21098   3.26303
   21128   3.25938
   21158   3.25994
 21187.9   3.26185
 21217.9   3.26185
 21247.9   3.26185
 21277.8    3.2691
 21307.8    3.2691
 21337.8    3.2691
 21367.8   3.27227
 21397.7   3.27259
 21427.7    3.2725
 21457.7    3.2725
 21487.6    3.2719
 21517.6   3.26882
 21547.6    3.2696
 21577.5   3.27104
 21607.5   3.27246
 21637.5   3.27357
 21667.4   3.27253
 21697.4   3.27057
 21727.4   3.26658
 21757.3    3.2652
 21787.3   3.26228
 21817.3   3.26228
 21847.2   3.25776
 21877.2   3.25421
 21907.2   3.25161
 21937.2   3.25181
 21967.1   3.24967
 21997.1   3.24604
 22027.1   3.24538
   22057   3.24484
   22087   3.24651
   22117   3.25013
 22146.9    3.2528
 22176.9   3.25472
 22206.9   3.25985
 22236.8   3.26183
 22266.8   3.26505
 22296.8   3.27003
 22326.8   3.27034
 22356.7   3.26929
 22386.7   3.26602
 22416.7   3.26736
 22446.6   3.26736
 22476.6   3.27363
 22506.6   3.27704
 22536.5   3.27925
 22566.5   3.28619
 22596.5    3.2874
 22626.4   3.29052
 22656.4   3.28997
 22686.4   3.28911
 22716.3   3.28577
 22746.3   3.28577
 22776.3   3.27668
 22806.2   3.27668
 22836.2    3.2701
 22866.2    3.2701
 22896.2   3.26659
 22926.1   3.26659
 22956.1   3.25923
 22986.1   3.25901
   23016   3.26039
   23046   3.26029
   23076   3.25826
 23105.9   3.25933
 23135.9   3.25913
 23165.9   3.25913
 23195.8   3.25573
 23225.8    3.2562
 23255.8   3.25598
 23285.8    3.2578
 23315.7    3.2578
 23345.7   3.26116
 23375.7   3.26108
 23405.6   3.26381
 23435.6   3.26477
 23465.6   3.26355
 23495.5   3.26162
 23525.5   3.26237
 23555.5   3.26507
 23585.4   3.26759
 23615.4   3.26835
 23645.4   3.27059
 23675.3   3.27059
 23705.3   3.27837
 23735.3   3.28014
 23765.2   3.28054
 23795.2   3.27835
 23825.2   3.27492
 23855.2   3.27492
 23885.1   3.27268
 23915.1   3.26975
 23945.1   3.26975
   23975   3.26607
   24005   3.26558
   24035   3.26558
 24064.9   3.26301
 24094.9   3.26031
 24124.9   3.25952
 24154.8   3.25952
 24184.8   3.25952
 24214.8    3.2554
 24244.8   3.25452
 24274.7    3.2558
 24304.7   3.25766
 24334.7   3.25604
 24364.6   3.25398
 24394.6   3.25381
 24424.6   3.25189
 24454.5   3.25189
 24484.5   3.24772
 24514.5   3.24598
 24544.4   3.24115
 24574.4   3.24115
 24604.4   3.23604
 24634.3   3.23595
 24664.3    3.2327
 24694.3    3.2327
 24724.2   3.22772
 24754.2   3.22572
 24784.2   3.22572
 24814.2    3.2229
 24844.1   3.22259
 24874.1   3.22221
 24904.1   3.22262
   24934   3.22386
   24964   3.22434
   24994   3.22434
 25023.9   3.22355
 25053.9   3.22355
 25083.9   3.22355
 25113.8   3.22271
 25143.8   3.22087
 25173.8   3.21749
 25203.8   3.21749
 25233.7   3.21535
 25263.7   3.21042
 25293.7   3.20922
 25323.6   3.20776
 25353.6   3.20583
 25383.6   3.20287
 25413.5   3.20287
 25443.5   3.20086
 25473.5   3.19906
 25503.4   3.19708
 25533.4   3.19644
 25563.4   3.19456
 25593.3   3.19186
 25623.3   3.18922
 25653.3   3.18922
 25683.2   3.18614
 25713.2   3.18416
 25743.2   3.18147
 25773.2    3.1805
 25803.1    3.1805
 25833.1   3.17293
 25863.1   3.17221
   25893   3.16894
   25923   3.16934
   25953    3.1693
 25982.9    3.1693
 26012.9    3.1693
 26042.9   3.16856
 26072.8   3.16916
 26102.8   3.16916
 26132.8   3.17103
 26162.8   3.17222
 26192.7   3.17501
 26222.7   3.17692
 26252.7   3.18398
 26282.6   3.18398
 26312.6   3.18954
 26342.6   3.19572
 26372.5   3.19987
 26402.5   3.20507
 26432.5   3.20886
 26462.4   3.21587
 26492.4   3.22234
 26522.4   3.22234
 26552.3   3.22812
 26582.3   3.23083
 26612.3   3.23618
 26642.2   3.24092
 26672.2   3.24092
 26702.2    3.2517
 26732.2   3.25659
 26762.1   3.26455
 26792.1   3.26919
 26822.1   3.28081
   26852   3.28081
   26882   3.29576
   26912   3.30504
 26941.9   3.31495
 26971.9   3.32282
 27001.9   3.33235
 27031.8    3.3368
 27061.8   3.35613
 27091.8   3.36587
 27121.8   3.37758
 27151.7   3.39093
 27181.7   3.40824
 27211.7   3.42322
 27241.6   3.43815
 27271.6   3.44478
 27301.6   3.46657
 27331.5    3.4843
 27361.5   3.50272
 27391.5   3.52217
 27421.4   3.53425
 27451.4   3.55508
 27481.4   3.55982
 27511.3   3.58725
 27541.3   3.60165
 27571.3   3.61082
 27601.2   3.62031
 27631.2   3.63737
 27661.2    3.6481
 27691.2   3.65801
 27721.1   3.66522
 27751.1   3.68329
 27781.1   3.69227
   27811   3.69853
   27841   3.70916
   27871   3.72206
 27900.9   3.72785
 27930.9   3.74053
 27960.9   3.74471
 27990.8   3.75842
 28020.8   3.76392
 28050.8   3.76392
 28080.8   3.78163
 28110.7   3.78957
 28140.7   3.79889
 28170.7   3.80805
 28200.6   3.80997
 28230.6   3.82305
 28260.6   3.83577
 28290.5   3.84224
 28320.5   3.85308
 28350.5   3.85745
 28380.4   3.87252
 28410.4   3.87422
 28440.4    3.8892
 28470.3   3.89698
 28500.3   3.89857
 28530.3   3.91037
 28560.2   3.91568
 28590.2   3.92038
 28620.2   3.92168
 28650.2   3.92168
 28680.1   3.92703
 28710.1   3.92827
 28740.1   3.93278
   28770   3.93491
